"Article ID (evar50)","Multi Variate Value 1","Unique Visitors"
"139e5cfc-befe-4d6a-a7f2-fe530e1cf2e9","meinung",283470
"13bc5763-b251-4d13-956e-b7736f1cbe68","",48128
"13bc5763-b251-4d13-956e-b7736f1cbe68","lkw",135461
"13bc5763-b251-4d13-956e-b7736f1cbe68","polizei",135461
"13bc5763-b251-4d13-956e-b7736f1cbe68","rheinland-pfalz",135461
"13bc5763-b251-4d13-956e-b7736f1cbe68","straßenverkehr",135461
"13c16f6e-f6a4-44de-bc58-10bd1518bfcb","",158174
"13c16f6e-f6a4-44de-bc58-10bd1518bfcb","donald trump",577932
"13c16f6e-f6a4-44de-bc58-10bd1518bfcb","us-militär",577932
"13c16f6e-f6a4-44de-bc58-10bd1518bfcb","usa",577932
"13d3f2ba-b82b-490a-bf16-ce7a4f40c83e","",12289
"13d3f2ba-b82b-490a-bf16-ce7a4f40c83e","donald trump",32748
"13d3f2ba-b82b-490a-bf16-ce7a4f40c83e","kanye west",32748
"13d3f2ba-b82b-490a-bf16-ce7a4f40c83e","us-präsidentschaftswahl 2020",32748
"13d3f2ba-b82b-490a-bf16-ce7a4f40c83e","usa",32748
"13f1d19c-d114-4bf0-ac19-532ac1378e0d","",10330
"13f1d19c-d114-4bf0-ac19-532ac1378e0d","champions league",17780
"13f1d19c-d114-4bf0-ac19-532ac1378e0d","manchester city",17780
"13f84a6c-6c78-4192-930e-a4f0c5b2928a","",24282
"13f84a6c-6c78-4192-930e-a4f0c5b2928a","anschlag aufs münchner oktoberfest",58319
"13f84a6c-6c78-4192-930e-a4f0c5b2928a","rechtsextremismus",58319
"13f87585-1897-4c8e-ac24-32e49cb486d0","",22913
"13f87585-1897-4c8e-ac24-32e49cb486d0","fall walter lübcke",42329
"140daeb6-c2c9-4617-8aac-1c4c5e029e92","",51985
"140daeb6-c2c9-4617-8aac-1c4c5e029e92","coronavirus",94770
"140daeb6-c2c9-4617-8aac-1c4c5e029e92","coronavirus: videos",94770
"14125585-dcaf-4921-a568-012d1af220c1","",29297
"1421f315-ab67-4904-a64b-74ea729de95e","",5170
"1421f315-ab67-4904-a64b-74ea729de95e","bbc",9227
"1421f315-ab67-4904-a64b-74ea729de95e","medien",9227
"1421f315-ab67-4904-a64b-74ea729de95e","the guardian",9227
"14294db4-f2a3-44ac-b567-0fae9ee2b830","",9868
"14294db4-f2a3-44ac-b567-0fae9ee2b830","fernsehen",17906
"14294db4-f2a3-44ac-b567-0fae9ee2b830","filme und serien",17906
"14294db4-f2a3-44ac-b567-0fae9ee2b830","rezensionen",17906
"14294db4-f2a3-44ac-b567-0fae9ee2b830","sky: filme und serien",17906
"14294db4-f2a3-44ac-b567-0fae9ee2b830","spitzentitel - die büchershow mit volker weidermann",1
"14294db4-f2a3-44ac-b567-0fae9ee2b830","televisionen",17906
"14346e98-2e67-4f42-b53a-8f83c0e82750","",26516
"1446be90-addb-4e53-9099-7d1352e92574","",11461
"1446be90-addb-4e53-9099-7d1352e92574","meinung",31625
"1446be90-addb-4e53-9099-7d1352e92574","syrien",31625
"145279da-d783-4889-b440-0d3e260c9ff6","",15139
"145279da-d783-4889-b440-0d3e260c9ff6","cher",31124
"145279da-d783-4889-b440-0d3e260c9ff6","us-präsidentschaftswahl 2020",31124
"145279da-d783-4889-b440-0d3e260c9ff6","usa",31124
"145555cb-e779-4f77-a98e-1f5c30b1cb02","",68128
"145555cb-e779-4f77-a98e-1f5c30b1cb02","tagesschau",164243
"145555cb-e779-4f77-a98e-1f5c30b1cb02","tiere",164243
"146d1436-91c7-4472-b44e-1f152afca338","",115484
"146d1436-91c7-4472-b44e-1f152afca338","andreas scheuer",450034
"146d1436-91c7-4472-b44e-1f152afca338","sicherheit im straßenverkehr",450034
"146d1436-91c7-4472-b44e-1f152afca338","straßenverkehr",450034
"146d1436-91c7-4472-b44e-1f152afca338","tempolimit",450034
"14996676-e617-449d-b840-d2336a5c24f1","",29278
"14996676-e617-449d-b840-d2336a5c24f1","doping",63713
"14996676-e617-449d-b840-d2336a5c24f1","leichtathletik",63713
"14996676-e617-449d-b840-d2336a5c24f1","leichtathletik-wm 2019",63713
"14996676-e617-449d-b840-d2336a5c24f1","wada",63713
"14aac0e7-ef34-4ed9-9ee4-fa84636bda49","",15975
"14aac0e7-ef34-4ed9-9ee4-fa84636bda49","joe biden",25492
"14aac0e7-ef34-4ed9-9ee4-fa84636bda49","us-präsidentschaftswahl 2020",25492
"14aac0e7-ef34-4ed9-9ee4-fa84636bda49","usa",25492
"14cbc82c-2c4f-40dd-95e7-73e5390564e4","",5343
"14cbc82c-2c4f-40dd-95e7-73e5390564e4","basf",8481
"14cbc82c-2c4f-40dd-95e7-73e5390564e4","chemieindustrie",8481
"14cbc82c-2c4f-40dd-95e7-73e5390564e4","coronavirus: arbeit und wirtschaft",8481
"14cf44c1-125b-4150-b4eb-f082bc9cb338","",3879
"14cf44c1-125b-4150-b4eb-f082bc9cb338","armut in deutschland",7741
"14cf44c1-125b-4150-b4eb-f082bc9cb338","deutsches sozialsystem",7741
"14cf44c1-125b-4150-b4eb-f082bc9cb338","hartz iv",7741
"14cf44c1-125b-4150-b4eb-f082bc9cb338","sozialsysteme",7741
"14d2e83c-41ab-4933-993b-05f2e7ccc316","",53126
"14d2e83c-41ab-4933-993b-05f2e7ccc316","coronavirus",96033
"14d2e83c-41ab-4933-993b-05f2e7ccc316","geldanlage",96033
"14d2e83c-41ab-4933-993b-05f2e7ccc316","immobilien",96033
"14d2e83c-41ab-4933-993b-05f2e7ccc316","immobilienmarkt",96033
"14d2e83c-41ab-4933-993b-05f2e7ccc316","meinung",96033
"14d2e83c-41ab-4933-993b-05f2e7ccc316","tenhagens finanztipps",96033
"14f73276-027d-4cfa-bb5b-8a58fa3317df","",46732
"14f73276-027d-4cfa-bb5b-8a58fa3317df","bayer leverkusen",89849
"14f73276-027d-4cfa-bb5b-8a58fa3317df","bayern münchen",89849
"14f73276-027d-4cfa-bb5b-8a58fa3317df","david alaba",89849
"14f73276-027d-4cfa-bb5b-8a58fa3317df","kai havertz",89849
"150c9b41-2670-49bb-a81d-51e2bdb595d4","",19337
"150c9b41-2670-49bb-a81d-51e2bdb595d4","atomkraft",40762
"150c9b41-2670-49bb-a81d-51e2bdb595d4","vereinigte arabische emirate",40762
"1511fac7-8848-4a41-81ad-d0c6cc1f6fbf","",13866
"1511fac7-8848-4a41-81ad-d0c6cc1f6fbf","computersicherheit",27656
"1511fac7-8848-4a41-81ad-d0c6cc1f6fbf","hacker",27656
"1511fac7-8848-4a41-81ad-d0c6cc1f6fbf","indien",27656
"1511fac7-8848-4a41-81ad-d0c6cc1f6fbf","wirecard",27656
"151fde43-f910-4b93-a0a3-a36c52e7280c","",36480
"151fde43-f910-4b93-a0a3-a36c52e7280c","autoindustrie",69461
"151fde43-f910-4b93-a0a3-a36c52e7280c","fahrräder",69461
"151fde43-f910-4b93-a0a3-a36c52e7280c","frankreich",69461
"151fde43-f910-4b93-a0a3-a36c52e7280c","werbung",69461
"152c9205-0e3a-4dd7-a327-c4ba6be4bc18","",5899
"152c9205-0e3a-4dd7-a327-c4ba6be4bc18","bafin",18189
"152c9205-0e3a-4dd7-a327-c4ba6be4bc18","banken",18189
"152c9205-0e3a-4dd7-a327-c4ba6be4bc18","bundesfinanzministerium",18189
"152c9205-0e3a-4dd7-a327-c4ba6be4bc18","olaf scholz",18189
"152c9205-0e3a-4dd7-a327-c4ba6be4bc18","wirecard",18189
"154e0b66-cc82-4407-9fc5-6be325466bed","",266042
"155fe290-0e12-48b2-943d-698b77416d12","",65007
"155fe290-0e12-48b2-943d-698b77416d12","autoindustrie",122184
"155fe290-0e12-48b2-943d-698b77416d12","der rationalist",122184
"155fe290-0e12-48b2-943d-698b77416d12","die kolumnisten",122184
"155fe290-0e12-48b2-943d-698b77416d12","e-scooter",122184
"155fe290-0e12-48b2-943d-698b77416d12","fahrzeugtechnik",122184
"155fe290-0e12-48b2-943d-698b77416d12","meinung",122184
"155fe290-0e12-48b2-943d-698b77416d12","umweltfreundliche fahrzeuge",122184
"15668c5e-b4af-4bc3-8a29-bd3b88d0f28e","",16911
"15668c5e-b4af-4bc3-8a29-bd3b88d0f28e","thomas oppermann",28255
"15668c5e-b4af-4bc3-8a29-bd3b88d0f28e","wahlrechtsreform",28255
"15862a82-5297-4859-b7c3-ee2cf5d4f7e5","",5382
"15862a82-5297-4859-b7c3-ee2cf5d4f7e5","hongkong",10804
"15862a82-5297-4859-b7c3-ee2cf5d4f7e5","nancy pelosi",10804
"15862a82-5297-4859-b7c3-ee2cf5d4f7e5","proteste in hongkong",10804
"15862a82-5297-4859-b7c3-ee2cf5d4f7e5","usa",10804
"15862a82-5297-4859-b7c3-ee2cf5d4f7e5","volksrepublik china",10804
"15946121-61bf-4e62-8630-d4449dd85ea5","",70424
"15946121-61bf-4e62-8630-d4449dd85ea5","camping",102366
"15946121-61bf-4e62-8630-d4449dd85ea5","camping-zubehör",102366
"15946121-61bf-4e62-8630-d4449dd85ea5","deutschlandurlaub",102366
"15946121-61bf-4e62-8630-d4449dd85ea5","familienreisen",102366
"15946121-61bf-4e62-8630-d4449dd85ea5","leben",102366
"15946121-61bf-4e62-8630-d4449dd85ea5","outdoor-reisen",102366
"15946121-61bf-4e62-8630-d4449dd85ea5","reiseziele",102366
"159b035a-c821-4199-80a7-1a6bc1f411de","",3054
"159b035a-c821-4199-80a7-1a6bc1f411de","die lage am abend",17986
"15b9fa15-3126-49aa-8bd9-35e4c3bceac5","",38060
"15b9fa15-3126-49aa-8bd9-35e4c3bceac5","josep guardiola",77047
"15b9fa15-3126-49aa-8bd9-35e4c3bceac5","manchester city",77047
"15b9fa15-3126-49aa-8bd9-35e4c3bceac5","premier league",77047
"15c474c3-368e-4c3a-a9d8-e54fd9743319","",37296
"15c474c3-368e-4c3a-a9d8-e54fd9743319","coronavirus",348851
"15ca39ff-ee23-4db8-bfd9-cc5aa3084620","",31384
"15ca39ff-ee23-4db8-bfd9-cc5aa3084620","eu-kommissionspräsident",80272
"15ca39ff-ee23-4db8-bfd9-cc5aa3084620","europaparlament",80272
"15ca39ff-ee23-4db8-bfd9-cc5aa3084620","europäische union",80272
"15ca39ff-ee23-4db8-bfd9-cc5aa3084620","europäischer gerichtshof",80272
"15ca39ff-ee23-4db8-bfd9-cc5aa3084620","steuern",80272
"15d8735e-3b7c-4144-a286-40ef01386cb8","",51856
"15d8735e-3b7c-4144-a286-40ef01386cb8","coronavirus",359635
"15e1f02b-600d-408e-bc30-5f042403f3e8","",78
"15e1f02b-600d-408e-bc30-5f042403f3e8","audiostorys",268
"15e1f02b-600d-408e-bc30-5f042403f3e8","glücksspiel",268
"15f24726-943f-498a-a202-87949b17aa7c","",104138
"15f24726-943f-498a-a202-87949b17aa7c","coronavirus: reisen",238859
"15f24726-943f-498a-a202-87949b17aa7c","leben",238859
"15f24726-943f-498a-a202-87949b17aa7c","reisen per bahn",238859
"15f24726-943f-498a-a202-87949b17aa7c","reisen per flugzeug",238859
"15f24726-943f-498a-a202-87949b17aa7c","reiseziele",238859
"15f24726-943f-498a-a202-87949b17aa7c","tourismusbranche",238859
"16001559-6969-421e-beb6-056a0e453e87","",9159
"16001559-6969-421e-beb6-056a0e453e87","afrika",35644
"16001559-6969-421e-beb6-056a0e453e87","globale gesellschaft",35644
"16001559-6969-421e-beb6-056a0e453e87","kenia",35644
"16001559-6969-421e-beb6-056a0e453e87","recycling",35644
"16001559-6969-421e-beb6-056a0e453e87","umweltschutz",35644
"1612d182-4edf-4121-bfc5-32109a9f792c","",141963
"1612d182-4edf-4121-bfc5-32109a9f792c","angela merkel",350893
"1612d182-4edf-4121-bfc5-32109a9f792c","cdu",350893
"1612d182-4edf-4121-bfc5-32109a9f792c","csu",350893
"1612d182-4edf-4121-bfc5-32109a9f792c","markus söder",350893
"162efb28-6376-45bb-bcd3-3e65b656d072","",5803
"162efb28-6376-45bb-bcd3-3e65b656d072","cdu",12332
"162efb28-6376-45bb-bcd3-3e65b656d072","mecklenburg-vorpommern",12332
"162efb28-6376-45bb-bcd3-3e65b656d072","philipp amthor",12332
"163c84c9-0d2a-4cb8-b5c9-78a6c7c00953","",118128
"163c84c9-0d2a-4cb8-b5c9-78a6c7c00953","alexander gauland",65923
"163c84c9-0d2a-4cb8-b5c9-78a6c7c00953","alternative für deutschland (afd)",65923
"1644443d-1265-429c-965f-010eebd65c54","",196012
"1644443d-1265-429c-965f-010eebd65c54","altern",836126
"1645864f-fb93-4245-b17f-ca88ee6e28f4","",3319
"1645864f-fb93-4245-b17f-ca88ee6e28f4","energiewende",7984
"1645864f-fb93-4245-b17f-ca88ee6e28f4","erneuerbare energien",7984
"1645864f-fb93-4245-b17f-ca88ee6e28f4","kohleausstieg",7984
"1645864f-fb93-4245-b17f-ca88ee6e28f4","kohleindustrie",7984
"1645864f-fb93-4245-b17f-ca88ee6e28f4","kohlekraftwerke",7984
"1645864f-fb93-4245-b17f-ca88ee6e28f4","steag",7984
"1645d2fe-3377-460b-aab8-11836dbc1c82","",68318
"165105b2-6933-4284-ad4c-c92054312b07","",70508
"165105b2-6933-4284-ad4c-c92054312b07","michelle obama",87663
"165105b2-6933-4284-ad4c-c92054312b07","us-präsidentschaftswahl 2020",87663
"16579933-a1d3-48db-88b7-0adb552f5916","",3511
"16579933-a1d3-48db-88b7-0adb552f5916","metro",6795
"16723a39-cc8f-403f-8e50-96ba7c51c088","",30747
"16723a39-cc8f-403f-8e50-96ba7c51c088","ciro immobile",48637
"16723a39-cc8f-403f-8e50-96ba7c51c088","cristiano ronaldo",48637
"16723a39-cc8f-403f-8e50-96ba7c51c088","serie a",48637
"167f52a7-ddc0-48d7-99cb-79d9cec41dc6","",152759
"167f52a7-ddc0-48d7-99cb-79d9cec41dc6","brandenburg",222704
"167f52a7-ddc0-48d7-99cb-79d9cec41dc6","verkehrsunfälle",222704
"1686aa56-21c9-429e-b0de-edbeaff65868","",19764
"1686aa56-21c9-429e-b0de-edbeaff65868","alpen",48872
"1686aa56-21c9-429e-b0de-edbeaff65868","klimawandel",48872
"168d855e-77c2-4cd0-8c44-9561561f2101","",230
"168d855e-77c2-4cd0-8c44-9561561f2101","anja karliczek",630
"168d855e-77c2-4cd0-8c44-9561561f2101","audiostorys",630
"168d855e-77c2-4cd0-8c44-9561561f2101","bundesregierung",630
"168d855e-77c2-4cd0-8c44-9561561f2101","christine lambrecht",630
"168d855e-77c2-4cd0-8c44-9561561f2101","franziska giffey",630
"168d855e-77c2-4cd0-8c44-9561561f2101","frauen in der politik",630
"168d855e-77c2-4cd0-8c44-9561561f2101","gleichstellung von frauen",630
"168d855e-77c2-4cd0-8c44-9561561f2101","julia klöckner",630
"168d855e-77c2-4cd0-8c44-9561561f2101","rita süssmuth",630
"168d855e-77c2-4cd0-8c44-9561561f2101","svenja schulze",630
"16ac7df3-a786-4f2d-b78e-59c08d4bdfe5","",11367
"16b9a889-47f5-4f43-813e-acbc61166f58","",23429
"16b9a889-47f5-4f43-813e-acbc61166f58","datenschutz",47585
"16b9a889-47f5-4f43-813e-acbc61166f58","facebook",47585
"16b9a889-47f5-4f43-813e-acbc61166f58","gesichtserkennung",47585
"16b9a889-47f5-4f43-813e-acbc61166f58","google",47585
"16b9a889-47f5-4f43-813e-acbc61166f58","instagram",47585
"16b9a889-47f5-4f43-813e-acbc61166f58","soziale netzwerke",47585
"16b9a889-47f5-4f43-813e-acbc61166f58","youtube",47585
"16cb7139-f423-442b-bab5-1ff7f67e9fcd","",17959
"16cb7139-f423-442b-bab5-1ff7f67e9fcd","alternative für deutschland (afd)",39796
"16cb7139-f423-442b-bab5-1ff7f67e9fcd","andreas kalbitz",39796
"16cb7139-f423-442b-bab5-1ff7f67e9fcd","jörg meuthen",39796
"16cb7139-f423-442b-bab5-1ff7f67e9fcd","meinung",39796
"1715078d-a4c8-4a15-a5b8-b43ea4b81bfe","",45535
"1715078d-a4c8-4a15-a5b8-b43ea4b81bfe","ein rätselhafter patient",71395
"1715078d-a4c8-4a15-a5b8-b43ea4b81bfe","leben",71395
"1718e4cb-b644-4130-9c45-f3f118af8a60","",46749
"1718e4cb-b644-4130-9c45-f3f118af8a60","ebay",72715
"171d1ffb-c364-40e2-b776-4b74120d9ae2","",73518
"171d1ffb-c364-40e2-b776-4b74120d9ae2","großbritannien",104714
"171d1ffb-c364-40e2-b776-4b74120d9ae2","meghan markle - herzogin von sussex",104714
"171d1ffb-c364-40e2-b776-4b74120d9ae2","rückzug von harry und meghan",104714
"171fb750-3723-4449-9a67-1f2d81fcac7e","",4170
"171fb750-3723-4449-9a67-1f2d81fcac7e","annegret kramp-karrenbauer",13364
"171fb750-3723-4449-9a67-1f2d81fcac7e","cdu",13364
"171fb750-3723-4449-9a67-1f2d81fcac7e","csu",13364
"171fb750-3723-4449-9a67-1f2d81fcac7e","frauen in der politik",13364
"171fb750-3723-4449-9a67-1f2d81fcac7e","frauenquote",13364
"171fb750-3723-4449-9a67-1f2d81fcac7e","paul ziemiak",13364
"172b79ec-5817-41f8-8503-3e5f098c790e","",8527
"172b79ec-5817-41f8-8503-3e5f098c790e","champions league",21048
"172b79ec-5817-41f8-8503-3e5f098c790e","juventus turin",21048
"172b79ec-5817-41f8-8503-3e5f098c790e","olympique lyon",21048
"172f6722-d5da-485b-ba95-619d6f239fe9","",31763
"172f6722-d5da-485b-ba95-619d6f239fe9","champions league",67061
"172f6722-d5da-485b-ba95-619d6f239fe9","fc barcelona",67061
"172f6722-d5da-485b-ba95-619d6f239fe9","lionel messi",67061
"172f6722-d5da-485b-ba95-619d6f239fe9","ssc neapel",67061
"1746a3c7-72a4-4bda-9cfa-7dd50b8174c6","",10049
"1746a3c7-72a4-4bda-9cfa-7dd50b8174c6","clemens tönnies",63784
"1746a3c7-72a4-4bda-9cfa-7dd50b8174c6","tönnies holding",63784
"1759dfd3-eeff-40ca-bf60-b9bc350f4bd3","",19698
"1759dfd3-eeff-40ca-bf60-b9bc350f4bd3","großbritannien",30141
"1759dfd3-eeff-40ca-bf60-b9bc350f4bd3","hongkong",30141
"1759dfd3-eeff-40ca-bf60-b9bc350f4bd3","volksrepublik china",30141
"1779eb6f-82cd-4228-990a-0d173ab5e9e8","",301404
"1779eb6f-82cd-4228-990a-0d173ab5e9e8","coronavirus",565485
"1779eb6f-82cd-4228-990a-0d173ab5e9e8","donald trump",565485
"1779eb6f-82cd-4228-990a-0d173ab5e9e8","usa",565485
"177af352-bd0d-460d-9c47-b1a4ae302530","",12870
"177af352-bd0d-460d-9c47-b1a4ae302530","coronavirus: arbeit und wirtschaft",25381
"177af352-bd0d-460d-9c47-b1a4ae302530","gastronomie",25381
"177af352-bd0d-460d-9c47-b1a4ae302530","umweltschutz",25381
"1780d674-2c8f-4fb7-837b-19600b8f7eba","",230719
"1780d674-2c8f-4fb7-837b-19600b8f7eba","einkommen",606804
"1780d674-2c8f-4fb7-837b-19600b8f7eba","löhne und gehälter",606804
"17958585-78b3-46d2-ae15-4d2e53790315","",32757
"17958585-78b3-46d2-ae15-4d2e53790315","bildung",97798
"17958585-78b3-46d2-ae15-4d2e53790315","coronavirus",97798
"17a9ead3-6e0c-4886-883d-dd279e19095f","",27770
"17a9ead3-6e0c-4886-883d-dd279e19095f","geschwindigkeitskontrollen",61543
"17a9ead3-6e0c-4886-883d-dd279e19095f","sicherheit im straßenverkehr",61543
"17a9ead3-6e0c-4886-883d-dd279e19095f","verkehrspolitik deutschlands",61543
"17aa940a-02f7-4680-b39f-bdc621546a26","",7157
"17aa940a-02f7-4680-b39f-bdc621546a26","coronavirus",9869
"17aa940a-02f7-4680-b39f-bdc621546a26","fußball allgemein international",9869
"17b91ad3-4151-475e-bd46-35032d4bd2f9","",6173
"17b91ad3-4151-475e-bd46-35032d4bd2f9","abgehört",17670
"17b91ad3-4151-475e-bd46-35032d4bd2f9","musik",17670
"17b91ad3-4151-475e-bd46-35032d4bd2f9","rezensionen",17670
"17c67d86-bdb2-46d1-aca9-65cf8ba55f36","",20915
"17c67d86-bdb2-46d1-aca9-65cf8ba55f36","heavy metal",45640
"17f6a0c8-41ef-46f7-aed4-9332c03818ba","",14160
"17f6a0c8-41ef-46f7-aed4-9332c03818ba","brandenburg",21293
"17f6a0c8-41ef-46f7-aed4-9332c03818ba","mecklenburg-vorpommern",21293
"17f6a0c8-41ef-46f7-aed4-9332c03818ba","rechtsextremismus",21293
"17f6a0c8-41ef-46f7-aed4-9332c03818ba","sachsen-anhalt",21293
"17f9fe32-ab41-49b1-921e-c4dea23dffc2","",23640
"17f9fe32-ab41-49b1-921e-c4dea23dffc2","1910er jahre",156513
"17f9fe32-ab41-49b1-921e-c4dea23dffc2","corona-maskenpflicht",156513
"17f9fe32-ab41-49b1-921e-c4dea23dffc2","coronavirus",156513
"17f9fe32-ab41-49b1-921e-c4dea23dffc2","grippe",156513
"17f9fe32-ab41-49b1-921e-c4dea23dffc2","san francisco",156513
"17f9fe32-ab41-49b1-921e-c4dea23dffc2","seuchen",156513
"17fd743b-ad50-4921-be95-62d31ead3e46","",34411
"17fd743b-ad50-4921-be95-62d31ead3e46","nba",44914
"180a65f8-db8e-4a50-8a63-96edff07a9d1","",20329
"180a65f8-db8e-4a50-8a63-96edff07a9d1","bündnis 90/die grünen",61448
"180a65f8-db8e-4a50-8a63-96edff07a9d1","die linke",61448
"180a65f8-db8e-4a50-8a63-96edff07a9d1","große koalition 2018",61448
"180a65f8-db8e-4a50-8a63-96edff07a9d1","kevin kühnert",61448
"180a65f8-db8e-4a50-8a63-96edff07a9d1","norbert walter-borjans",61448
"180a65f8-db8e-4a50-8a63-96edff07a9d1","olaf scholz",61448
"180a65f8-db8e-4a50-8a63-96edff07a9d1","saskia esken",61448
"180a65f8-db8e-4a50-8a63-96edff07a9d1","spd",61448
"180c21ba-b4e4-4408-ab0e-50103283af88","",184974
"180c21ba-b4e4-4408-ab0e-50103283af88","alexej nawalny",457072
"180c21ba-b4e4-4408-ab0e-50103283af88","opposition in russland",457072
"180c21ba-b4e4-4408-ab0e-50103283af88","russland",457072
"18183b40-d6a6-456b-8330-1455d5dcd541","",12351
"18183b40-d6a6-456b-8330-1455d5dcd541","berlin",18055
"181c323a-e2a5-40ed-a04a-1e2b0d91ef62","",155315
"182a13b7-6c3d-45a7-867a-2fcd3b483a8c","",42162
"182a13b7-6c3d-45a7-867a-2fcd3b483a8c","digitale gewalt gegen frauen",60176
"182a13b7-6c3d-45a7-867a-2fcd3b483a8c","games",60176
"182a13b7-6c3d-45a7-867a-2fcd3b483a8c","streaming",60176
"182a13b7-6c3d-45a7-867a-2fcd3b483a8c","ubisoft",60176
"182aa1bd-e53d-4be3-972e-b2b7b3447a9c","",18087
"182aa1bd-e53d-4be3-972e-b2b7b3447a9c","hessen",37842
"182aa1bd-e53d-4be3-972e-b2b7b3447a9c","polizei",37842
"182aa1bd-e53d-4be3-972e-b2b7b3447a9c","rechtsextremismus",37842
"182b0588-c62a-4070-9bfe-d09809befbf6","",8362
"182b0588-c62a-4070-9bfe-d09809befbf6","hans dieter ""hansi"" flick",11030
"182b0588-c62a-4070-9bfe-d09809befbf6","jürgen klopp",11030
"182b0588-c62a-4070-9bfe-d09809befbf6","manuel neuer",11030
"182b0588-c62a-4070-9bfe-d09809befbf6","robert lewandowski",11030
"18391c49-0789-4135-aded-df6caab00ad4","",14132
"18391c49-0789-4135-aded-df6caab00ad4","abitur",42672
"18391c49-0789-4135-aded-df6caab00ad4","bildung",42672
"18391c49-0789-4135-aded-df6caab00ad4","brandenburg",42672
"18391c49-0789-4135-aded-df6caab00ad4","schleswig-holstein",42672
"18391c49-0789-4135-aded-df6caab00ad4","schulen",42672
"1849aeb5-caff-4bc3-bd17-2e2ebc365f6a","",7468
"1849aeb5-caff-4bc3-bd17-2e2ebc365f6a","bundesgerichtshof",12358
"1849aeb5-caff-4bc3-bd17-2e2ebc365f6a","europäischer gerichtshof",12358
"1849aeb5-caff-4bc3-bd17-2e2ebc365f6a","webvideo",12358
"1849aeb5-caff-4bc3-bd17-2e2ebc365f6a","youtube",12358
"1868f707-c471-4361-8b87-5965688a813d","",52327
"1868f707-c471-4361-8b87-5965688a813d","charles leclerc",101611
"1868f707-c471-4361-8b87-5965688a813d","ferrari f1",101611
"1868f707-c471-4361-8b87-5965688a813d","formel 1",101611
"1868f707-c471-4361-8b87-5965688a813d","lewis hamilton",101611
"1868f707-c471-4361-8b87-5965688a813d","mercedes gp",101611
"1868f707-c471-4361-8b87-5965688a813d","sebastian vettel",101611
"186d8a11-14cd-4903-a752-ccc64ef54bec","",89508
"186f94e5-a8ad-40a0-aeb8-07877b48ef51","",13662
"186f94e5-a8ad-40a0-aeb8-07877b48ef51","coronavirus",24164
"186f94e5-a8ad-40a0-aeb8-07877b48ef51","coronavirus: videos",24164
"186f94e5-a8ad-40a0-aeb8-07877b48ef51","serbien",24164
"1880b825-fe46-4681-9c14-af2848c7b50b","",23103
"1880b825-fe46-4681-9c14-af2848c7b50b","die kolumnisten",66797
"1880b825-fe46-4681-9c14-af2848c7b50b","meinung",66797
"1880b825-fe46-4681-9c14-af2848c7b50b","recht haben",66797
"188123a3-f8c4-4303-9562-bfb9d1061fbc","",26268
"188123a3-f8c4-4303-9562-bfb9d1061fbc","beirut",46841
"188123a3-f8c4-4303-9562-bfb9d1061fbc","katastrophe in beirut",46841
"188123a3-f8c4-4303-9562-bfb9d1061fbc","libanon",46841
"189782c0-ab5f-4bfe-a343-ffab192d2216","",33296
"189782c0-ab5f-4bfe-a343-ffab192d2216","corona-news-update",5
"189782c0-ab5f-4bfe-a343-ffab192d2216","coronavirus",252641
"1899c884-3388-443a-92eb-b48dc13015b8","",11143
"1899c884-3388-443a-92eb-b48dc13015b8","arte",17961
"1899c884-3388-443a-92eb-b48dc13015b8","loveparade",17961
"1899c884-3388-443a-92eb-b48dc13015b8","loveparade 2010",17961
"1899c884-3388-443a-92eb-b48dc13015b8","televisionen",17961
"18ac8d60-8b3c-494e-9018-ec3409cd6134","",22104
"18b13ab6-21fa-4dd7-bcf4-37b781c6f8e1","",60242
"18c3e8e3-235c-4ada-a2e8-9e4f5665ad27","",2256
"18c3e8e3-235c-4ada-a2e8-9e4f5665ad27","netflix",4623
"18c3e8e3-235c-4ada-a2e8-9e4f5665ad27","streaming",4623
"18cd9ff6-52a7-4f1b-8885-47fb2722dea5","",13951
"18cd9ff6-52a7-4f1b-8885-47fb2722dea5","medien",30173
"18cd9ff6-52a7-4f1b-8885-47fb2722dea5","pressefreiheit",30173
"18cd9ff6-52a7-4f1b-8885-47fb2722dea5","ungarn",30173
"18cd9ff6-52a7-4f1b-8885-47fb2722dea5","viktor orbán",30173
"18e740bf-b712-4b71-9c6b-d21b132e46bf","",23781
"18e740bf-b712-4b71-9c6b-d21b132e46bf","drogen",48927
"18ec3c1f-10bf-4f4b-a6b2-f7fe8e725db1","",9531
"18ec3c1f-10bf-4f4b-a6b2-f7fe8e725db1","belgien",25144
"18ec3c1f-10bf-4f4b-a6b2-f7fe8e725db1","coronavirus",25144
"18f1f8f3-8159-459d-9e6b-055ec6a78662","",9336
"18f1f8f3-8159-459d-9e6b-055ec6a78662","coronavirus",19458
"18f1f8f3-8159-459d-9e6b-055ec6a78662","seoul",19458
"18f1f8f3-8159-459d-9e6b-055ec6a78662","südkorea",19458
"18f5e71a-22db-4ddf-8488-a3b88bdd9915","",7600
"18f5e71a-22db-4ddf-8488-a3b88bdd9915","apps",29207
"18f5e71a-22db-4ddf-8488-a3b88bdd9915","facebook",29207
